country,description,duration,genre,language,public,score,title,top_cast,url,year
United States,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.,23,"Animation,Action,Adventure",English,TV-Y7-FV,8.7,Justice League Unlimited,"George Newbern,Kevin Conroy,Phil LaMarr,Carl Lumbly,Susan Eisenberg,Clancy Brown,Michael Rosenbaum,Maria Canals-Barrera,Kin Shriner,CCH Pounder,Lex Lang,Nicholle Tom,Juliet Landau,Jennifer Hale,Michael Beach,Robert Foxworth,Chris Cox,Powers Boothe",https://www.imdb.com//title/tt6025022/?ref_=chttvtp_t_113,2004–2006
United States,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor.",44,"Drama,Sport",English,TV-14,8.7,Friday Night Lights,"Kyle Chandler,Connie Britton,Zach Gilford,Aimee Teegarden,Brad Leland,Taylor Kitsch,Jesse Plemons,Derek Phillips,Blue Deckert,Minka Kelly,Adrianne Palicki,Timothy F. Crowley,Louanne Stephens,Stacey Oristano,Scott Porter,Gaius Charles,David Cowgill,Gary Teague",https://www.imdb.com//title/tt0758745/?ref_=chttvtp_t_115,2006–2011
India,"When a dynastic struggle between the collateral branches of the Kuru clan, the Kauravas and Pandavas lead them to the threshold of war, Lord Krishna decides to step in and take control of the situation.",45,"Action,Adventure,Drama",Hindi,TV-14,8.9,Mahabharat,"Harish Bhimani,Nitish Bharadwaj,Mukesh Khanna,Gajendra Chauhan,Praveen Kumar Sobti,Feroz Khan,Roopa Ganguly,Puneet Issar,Pankaj Dheer,Gufi Paintal,Girija Shankar,Surendra Pal,Renuka Israni,Nazneen,Virendra Razdan,Vinod Kapoor,Sameer Chitre,Sanjeev Chitre",https://www.imdb.com//title/tt0158417/?ref_=chttvtp_t_109,1988–1990
United States,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl.",51,"Drama,Fantasy,Horror",Russian,TV-14,8.7,Stranger Things,"Millie Bobby Brown,Finn Wolfhard,Winona Ryder,David Harbour,Gaten Matarazzo,Caleb McLaughlin,Natalia Dyer,Charlie Heaton,Joe Keery,Noah Schnapp,Cara Buono,Sadie Sink,Priah Ferguson,Maya Hawke,Brett Gelman,Paul Reiser,Joe Chrest,Dacre Montgomery",https://www.imdb.com//title/tt4574334/?ref_=chttvtp_t_108,2016–2025
India,It is the story of the journey of three UPSC (public service competitive exams in India) aspirants and their friendship against all odds.,0,Drama,Hindi,,9.2,Aspirants,"Naveen Kasturia,Shivankit Singh Parihar,Abhilash Thapliyal,Sunny Hinduja,Namita Dubey,Tengam Celine,Kuljeet Singh,Shiva Hariharan,Harish Chhabra,Abhishek Sonpaliya,Ramesh Srivastava,Mahender Bisht,Mallika Prasad,Lokesh Kumar Aggarwal,Vijay Kumar Dogra,Kapil Pal,Gaurav Panday,Sanjay Su",https://www.imdb.com//title/tt14392248/?ref_=chttvtp_t_114,2021– 
United States,An adult animated series based on the Skybound/Image comic about a teenager whose father is the most powerful superhero on the planet.,0,"Animation,Action,Adventure",English,TV-MA,8.7,Invincible,"Steven Yeun,J.K. Simmons,Sandra Oh,Zazie Beetz,Grey Griffin,Walton Goggins,Gillian Jacobs,Andrew Rannells,Kevin Michael Richardson,Chris Diamantopoulos,Jason Mantzoukas,Khary Payton,Zachary Quinto,Melise,Ross Marquand,Fred Tatasciore,Nyima Funk,Bobby Kesselman",https://www.imdb.com//title/tt6741278/?ref_=chttvtp_t_105,2021– 
United States,"A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.",0,Drama,English,TV-MA,8.7,Mad Men,"Jon Hamm,Elisabeth Moss,Vincent Kartheiser,January Jones,Christina Hendricks,Aaron Staton,Rich Sommer,John Slattery,Kiernan Shipka,Robert Morse,Christopher Stanley,Jessica Paré,Jay R. Ferguson,Michael Gladis,Bryan Batt,Alison Brie,Jared Harris,Kevin Rahm",https://www.imdb.com//title/tt0804503/?ref_=chttvtp_t_104,2007–2015
Japan,"The story of Saitama, a hero that does it just for fun & can defeat his enemies with a single punch.",24,"Animation,Action,Comedy",Japanese,TV-PG,8.7,One Punch Man,"Makoto Furukawa,Kaito Ishikawa,Max Mittelman,Zach Aguilar,Hiromichi Tezuka,Robbie Daymond,Kyle Hebert,Shôta Yamamoto,Yôji Ueda,Sean Chiplock,Yoshiaki Hasegawa,Kirk Thornton,Shin'ya Hamazoe,Bill Rogers,Lin Hu,Hikaru Midorikawa,Ben Lepley,Ben Pronsky",https://www.imdb.com//title/tt4508902/?ref_=chttvtp_t_103,2015–2019
United Kingdom,Mark and Jez are a couple of twenty-something roommates who have nothing in common - except for the fact that their lives are anything but normal. Mayhem ensues as the pair strive to cope with day-to-day life.,25,Comedy,English,TV-MA,8.7,Peep Show,"David Mitchell,Robert Webb,Matt King,Olivia Colman,Neil Fitzmaurice,Isy Suttie,Paterson Joseph,Sophie Winkleman,Jim Howick,Rachel Blanchard,Elizabeth Marmur,Vera Graziadei,Camilla Beeput,Emily Bruni,Paul Clayton,Cariad Lloyd,Catherine Shepherd,Endy McKay",https://www.imdb.com//title/tt0387764/?ref_=chttvtp_t_106,2003–2015
United Kingdom,"Sherlock Holmes and Dr Watson solve the mysteries of copper beeches, a Greek interpreter, the Norwood builder, a resident patient, the red-headed league, and one final problem.",0,"Crime,Drama,Mystery",English,TV-PG,8.7,The Adventures of Sherlock Holmes,"Jeremy Brett,David Burke,Rosalie Williams,Eric Porter,Gayle Hunnicutt,Rosalind Knight,Jeremy Kemp,Tenniel Evans,Norman Jones,David Gwillim,Barbara Wilshere,Joss Ackland,Nicholas Clay,Charles Gray,Rosalie Crutchley,Roger Hammond,Betsy Brantley,Wolf Kahler",https://www.imdb.com//title/tt0086661/?ref_=chttvtp_t_110,1984–1985
United States,"Using a crack team of doctors and his wits, an antisocial maverick doctor specializing in diagnostic medicine does whatever it takes to solve puzzling cases that come his way.",0,"Drama,Mystery",English,TV-14,8.7,House,"Hugh Laurie,Omar Epps,Robert Sean Leonard,Jesse Spencer,Lisa Edelstein,Bobbin Bergstrom,Jennifer Morrison,Peter Jacobson,Olivia Wilde,Kal Penn,Charlyne Yi,Odette Annable,Anne Dudek,Jennifer Crystal Foley,Amber Tamblyn,Liz Benoit,Stephanie Venditto,Sela Ward",https://www.imdb.com//title/tt0412142/?ref_=chttvtp_t_101,2004–2012
Japan,"Guts, a wandering mercenary, joins the Band of the Hawk after being defeated in a duel by Griffith, the group's leader and founder. Together, they dominate every battle, but something menacing lurks in the shadows.",23,"Animation,Action,Adventure",Japanese,TV-MA,8.7,Berserk,"Marc Diraison,Nobutoshi Canna,Carrie Keranen,Kevin T. Collins,Unshô Ishizuka,Carla Tassara,Jon Avner,Yûko Miyamura,Akira Ishida,Tomohiro Nishimura,Toshiyuki Morikawa,Christopher Kromer,Akiko Yajima,Marc Sebastian,Masuo Amada,Jeff Ward,Michelle Newman,Eiji Sekiguchi",https://www.imdb.com//title/tt0318871/?ref_=chttvtp_t_99,1997–1998
United States,The satiric adventures of a working-class family in the misfit city of Springfield.,22,"Animation,Comedy",English,TV-14,8.7,The Simpsons,"Dan Castellaneta,Nancy Cartwright,Harry Shearer,Julie Kavner,Yeardley Smith,Hank Azaria,Pamela Hayden,Tress MacNeille,Chris Edgerly,Maggie Roswell,Karl Wiedergott,Russi Taylor,Marcia Wallace,Kevin Michael Richardson,Phil Hartman,Alex Désert,Joe Mantegna,Grey Griffin",https://www.imdb.com//title/tt0096697/?ref_=chttvtp_t_98,1989–2025
Japan,"After discovering time travel, a university student and his colleagues must use their knowledge of it to stop an evil organization and their diabolical plans.",24,"Animation,Comedy,Drama",Japanese,TV-14,8.8,Steins;Gate,"Mamoru Miyano,Asami Imai,Kana Hanazawa,Ashly Burch,J. Michael Tatum,Trina Nishimura,Tomokazu Seki,Tyson Rinehart,Cherami Leigh,Yukari Tamura,Saori Gotô,Yû Kobayashi,Masaki Terasoma,Jessica Cavanagh,Christopher Sabat,Lindsay Seidel,Haruko Momoi,Ayano Yamamoto",https://www.imdb.com//title/tt1910272/?ref_=chttvtp_t_89,2011–2015
Japan,"The peace is suddenly broken when warning sirens blare through the Soul Society. Residents are disappearing without a trace and nobody knows who's behind it. Meanwhile, a darkness is approaching Ichigo and his friends in Karakura Town.",24,"Animation,Action,Adventure",Japanese,TV-MA,9.0,Bleach: Thousand-Year Blood War,"Masakazu Morita,Johnny Yong Bosch,Takayuki Sugô,Richard Epcar,Ryûsei Nakao,Terrence Stone,Yûichirô Umehara,Robbie Daymond,Stephanie Sheh,Doug Erholtz,Akio Ôtsuka,Shin'ichirô Miki,Neil Kaplan,Steve Kramer,Noriaki Sugiyama,Kentarô Itô,Keijin Okuda,Aleks Le",https://www.imdb.com//title/tt14986406/?ref_=chttvtp_t_93,2022– 
United States,"When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.",44,"Action,Adventure,Drama",English,TV-14,8.7,Battlestar Galactica,"Edward James Olmos,Mary McDonnell,Jamie Bamber,James Callis,Tricia Helfer,Grace Park,Katee Sackhoff,Michael Hogan,Aaron Douglas,Tahmoh Penikett,Alessandro Juliani,Kandyse McClure,Bodie Olmos,Donnelly Rhodes,Michael Trucco,Nicki Clyne,Leah Cairns,Rekha Sharma",https://www.imdb.com//title/tt0407362/?ref_=chttvtp_t_95,2004–2009
United States,Drama series following the lives and cases of dirty cop Vic Mackey and the corrupt LAPD unit under his command.,47,"Crime,Drama,Thriller",English,TV-MA,8.7,The Shield,"Michael Chiklis,Catherine Dent,Walton Goggins,Michael Jace,Jay Karnes,Benito Martinez,CCH Pounder,Cathy Cahlin Ryan,David Rees Snell,Kenny Johnson,David Marciano,Autumn Chiklis,Paula Garcés,Michele Hicks,Melanie Myers,Joel Rosenthal,Matt Corboy,Chaney Kley",https://www.imdb.com//title/tt0286486/?ref_=chttvtp_t_96,2002–2008
United States,A series chronicling the daily activities of an unusual prison facility and its criminal inhabitants.,55,"Crime,Drama,Thriller",English,TV-MA,8.7,Oz,"Ernie Hudson,J.K. Simmons,Lee Tergesen,Dean Winters,George Morfogen,Terry Kinney,Rita Moreno,Harold Perrineau,Eamonn Walker,Craig muMs Grant,Luna Lauren Velez,Granville Adams,Tom Mardirosian,Kirk Acevedo,BD Wong,Chuck Zito,Philip Scozzarella,Scott William Winters",https://www.imdb.com//title/tt0118421/?ref_=chttvtp_t_88,1997–2003
India,"A comedy-drama, which captures the journey of an engineering graduate Abhishek, who for lack of a better job option joins as secretary of a Panchayat office in a remote village of Uttar Pradesh.",0,"Comedy,Drama",Hindi,TV-14,8.9,Panchayat,"Jitendra Kumar,Raghubir Yadav,Neena Gupta,Chandan Roy,Faisal Malik,Sanvikaa,Durgesh Kumar,Biswapati Sarkar,Govind Lobhani,Mubarak Khan,Kamal Rai,Bal Mukund Rai,Salim Ansari,Mohd. Shakir,Dinesh Tiwaru,Kailash Karoshiya,Subhendu Chakraborty,Sushil Tandon",https://www.imdb.com//title/tt12004706/?ref_=chttvtp_t_87,2020– 
United Kingdom,A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.,0,"Action,Drama,Romance",English,TV-MA,8.7,Rome,"Kevin McKidd,Ray Stevenson,Polly Walker,Kerry Condon,James Purefoy,Ian McNeice,Coral Amiga,Lindsay Duncan,Lidia Biondi,Tobias Menzies,Nicholas Woodeson,David Bamber,Chiara Mastalli,Manfredi Aliquo,Indira Varma,Suzanne Bertish,Max Pirkis,Lee Boardman",https://www.imdb.com//title/tt0384766/?ref_=chttvtp_t_86,2005–2007
United States,A chronicle of the lives of a dysfunctional family who run an independent funeral home in Los Angeles.,60,"Comedy,Drama",English,TV-MA,8.7,Six Feet Under,"Peter Krause,Michael C. Hall,Frances Conroy,Lauren Ambrose,Freddy Rodríguez,Mathew St. Patrick,Rachel Griffiths,Justina Machado,Jeremy Sisto,Brenna Tosh,Bronwyn Tosh,James Cromwell,Lili Taylor,Ben Foster,Joanna Cassidy,Richard Jenkins,Giancarlo Rodriguez,Ed O'Ross",https://www.imdb.com//title/tt0248654/?ref_=chttvtp_t_85,2001–2005
Germany,"A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.",0,"Crime,Drama,Mystery",German,TV-MA,8.7,Dark,"Louis Hofmann,Karoline Eichhorn,Lisa Vicari,Maja Schöne,Jördis Triebel,Andreas Pietschmann,Stephan Kampwirth,Paul Lux,Oliver Masucci,Moritz Jahn,Peter Benedict,Gina Stiebitz,Deborah Kaufmann,Daan Lennard Liebrenz,Julika Jenkins,Carlotta von Falkenhayn,Dietrich Hollinderbäumer,Mark Waschke",https://www.imdb.com//title/tt5753856/?ref_=chttvtp_t_90,2017–2020
Japan,"Following a tragedy, Thorfinn embarks on a journey with the man responsible for it to take his life in a duel as a true and honorable warrior to pay homage.",24,"Animation,Action,Adventure",Japanese,TV-MA,8.8,Vinland Saga,"Yûto Uemura,Mike Haimoto,Shinya Takahashi,Alejandro Saab,Hiroki Gotô,Aleks Le,Kaiji Tang,Michael C. Pizzuto,Tsuguo Mogami,Kira Buckland,Frank Todaro,Tony Oliver,Kenshô Ono,Jamieson Price,Kirk Thornton,Kyle Hebert,Naoya Uchida,J. Michael Tatum",https://www.imdb.com//title/tt10233448/?ref_=chttvtp_t_80,2019–2023
India,"Set in quaint by-lanes in the heart of India, Gullak is a collection of disarming and relatable tales of the Mishra family.",24,"Comedy,Drama,Family",Hindi,,9.1,Gullak,"Jameel Khan,Geetanjali Kulkarni,Vaibhav Raj Gupta,Harsh Mayar,Shivankit Singh Parihar,Sunita Rajwar,Saad Bilgrami,Deepak Kumar Mishra,Sachin Chaudhary,Bilal Khan,Gaurav Sarathe,Abhishake Jha,Amar Singh Parihar,Ashwini,Stuti Tiwari,Vishwanath Chatterjee,Moazzam Ahmed,Kirti Sinha",https://www.imdb.com//title/tt10530900/?ref_=chttvtp_t_82,2019– 
United States,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",22,"Animation,Comedy",English,TV-MA,8.7,South Park,"Trey Parker,Matt Stone,Isaac Hayes,Mona Marshall,April Stewart,Adrien Beard,Eliza Schneider,Jennifer Howell,Jessica Makinson,Mary Kay Bergman,Betty Boogie Parker,Omaira Coromoto Rivero,Vernon Chatman,Kyle McCulloch,John 'Nancy' Hansen,Elisa Gabrielli,Kimberly Brooks,Jonathan Kimmel",https://www.imdb.com//title/tt0121955/?ref_=chttvtp_t_77,1997– 
Canada,"After a global pandemic destroys civilization, a hardened survivor takes charge of a 14-year-old girl who may be humanity's last hope.",50,"Action,Adventure,Drama",English,TV-MA,8.7,The Last of Us,"Pedro Pascal,Bella Ramsey,Anna Torv,Gabriel Luna,Lamar Johnson,Melanie Lynskey,Nico Parker,Merle Dandridge,Keivonn Woodard,Jeffrey Pierce,John Getz,Samuel Hoeksema,Olivier Ross-Parent,Rutina Wesley,Storm Reid,Scott Shepherd,Ashley Johnson,Nick Offerman",https://www.imdb.com//title/tt3581920/?ref_=chttvtp_t_83,2023– 
United States,"Driven by a dream of revenge against those who made her an outcast in Edo-period Japan, a young warrior cuts a bloody path toward her destiny.",0,"Animation,Action,Adventure",English,TV-MA,8.7,Blue Eye Samurai,"Maya Erskine,George Takei,Masi Oka,Brenda Song,Darren Barnet,Randall Park,Kenneth Branagh,Cary-Hiroyuki Tagawa,Gedde Watanabe,Patrick Gallagher,Eric Bauza,Clyde Kusatsu,Ming-Na Wen,Keone Young,Marcus Choi,Ann Harada,Orli Mariko Green,Judah Green",https://www.imdb.com//title/tt13309742/?ref_=chttvtp_t_91,2023
United Kingdom,"Featuring stand-alone dramas -- sharp, suspenseful, satirical tales that explore techno-paranoia -- ""Black Mirror"" is a contemporary reworking of ""The Twilight Zone"" with stories that tap into the collective unease about the modern world.",60,"Drama,Mystery,Sci-Fi",English,TV-MA,8.7,Black Mirror,"Wunmi Mosaku,Monica Dolan,Daniel Lapaine,Hannah John-Kamen,Michaela Coel,Aaron Paul,Anjana Vasan,Kenneth Collard,Joshua James,Beatrice Robertson-Jones,Charles Babalola,Toby Kebbell,Daniel Kaluuya,Rory Kinnear,Hayley Atwell,Lenora Crichlow,Daniel Rigby,Jon Hamm",https://www.imdb.com//title/tt2085059/?ref_=chttvtp_t_76,2011– 
United Kingdom,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.",0,"Crime,Drama",English,TV-MA,8.8,Peaky Blinders,"Cillian Murphy,Paul Anderson,Sophie Rundle,Helen McCrory,Ned Dennehy,Finn Cole,Natasha O'Keeffe,Ian Peck,Harry Kirton,Packy Lee,Joe Cole,Annabelle Wallis,Kate Phillips,Aimee-Ffion Edwards,Tony Pitts,Benjamin Zephaniah,Tom Hardy,Jordan Bolger",https://www.imdb.com//title/tt2442560/?ref_=chttvtp_t_84,2013–2022
Japan,"With the help of the powerful Dragonballs, a team of fighters led by the saiyan warrior Goku defend the planet earth from extraterrestrial enemies.",24,"Animation,Action,Adventure",Japanese,TV-PG,8.8,Dragon Ball Z,"Doc Harris,Christopher Sabat,Scott McNeil,Sean Schemmel,Terry Klassen,Brian Drummond,Sonny Strait,Stephanie Nadolny,Don Brown,Tiffany Vollmer,Dale Kelly,Cathy Weseluck,Kyle Hebert,Michael Dobson,Kirby Morrow,Jillian Michaels,Ted Cole,Cynthia Cranz",https://www.imdb.com//title/tt0214341/?ref_=chttvtp_t_70,1989–1996
Japan,"The adventures of Earth's martial arts defender, Son Goku, continue with a new family and the revelation of his alien origins. Now Goku and his allies must defend the planet from an onslaught of new extraterrestrial enemies.",24,"Animation,Action,Adventure",Japanese,TV-PG,8.8,Dragon Ball Z,"Jôji Yanami,Kyle Hebert,Masako Nozawa,Sean Schemmel,Christopher Sabat,Mayumi Tanaka,Sonny Strait,Stephanie Nadolny,Toshio Furukawa,Ryô Horikawa,Hiromi Tsuru,Tiffany Vollmer,Mike McFarland,Cynthia Cranz,Hirotaka Suzuoki,Daisuke Gôri,Takeshi Kusao,Tôru Furuya",https://www.imdb.com//title/tt0121220/?ref_=chttvtp_t_73,1989–1996
United States,An idiosyncratic FBI agent investigates the murder of a young woman in the even more idiosyncratic town of Twin Peaks.,0,"Crime,Drama,Mystery",English,TV-MA,8.8,Twin Peaks,"Kyle MacLachlan,Michael Ontkean,Mädchen Amick,Dana Ashbrook,Richard Beymer,Lara Flynn Boyle,Sherilyn Fenn,Warren Frost,Peggy Lipton,James Marshall,Everett McGill,Jack Nance,Joan Chen,Kimmy Robertson,Michael Horse,Piper Laurie,Harry Goaz,Eric DaRe",https://www.imdb.com//title/tt0098936/?ref_=chttvtp_t_69,1990–1991
United States,A high school mathlete starts hanging out with a group of burnouts while her younger brother navigates his freshman year.,0,"Comedy,Drama",English,TV-14,8.8,Freaks and Geeks,"Linda Cardellini,John Francis Daley,James Franco,Samm Levine,Seth Rogen,Jason Segel,Martin Starr,Becky Ann Baker,Joe Flaherty,Busy Philipps,Jerome Elston Scott,Steve Bannos,Dave Allen,Sarah Hagan,Jerry Messing,Natasha Melnick,Stephen Lea Sheppard,Chauncey Leopardi",https://www.imdb.com//title/tt0193676/?ref_=chttvtp_t_67,1999–2000
United Kingdom,"Stuck in the middle of World War I, Captain Edmund Blackadder does his best to escape the banality of the war.",175,"Comedy,War",English,TV-PG,8.8,Blackadder Goes Forth,"Rowan Atkinson,Tony Robinson,Stephen Fry,Hugh Laurie,Tim McInnerny,Gabrielle Glaister,Miranda Richardson,Rik Mayall,Geoffrey Palmer,Jeremy Hardy,Adrian Edmondson,Stephen Frost,Bill Wallis,Hugo Blick,Lee Cornes,Paul Mark Elliott,Jeremy Gittins,Russell Brook",https://www.imdb.com//title/tt0096548/?ref_=chttvtp_t_68,1989
United Kingdom,"Hotel owner Basil Fawlty's incompetence, short fuse, and arrogance form a combination that ensures accidents and trouble are never far away.",30,Comedy,English,TV-PG,8.8,Fawlty Towers,"John Cleese,Prunella Scales,Andrew Sachs,Connie Booth,Ballard Berkeley,Gilly Flower,Renee Roberts,Brian Hall,Terence Conoley,Elizabeth Benson,George Lee,Bernard Cribbins,Michael Gwynn,André Maranne,Geoffrey Palmer,Nicky Henson,Bruce Boa,Joan Sanderson",https://www.imdb.com//title/tt0072500/?ref_=chttvtp_t_64,1975–1979
United Kingdom,"While the arrival of wealthy gentlemen sends her marriage-minded mother into a frenzy, willful and opinionated Elizabeth Bennet matches wits with haughty Mr. Darcy.",327,"Drama,Romance",English,TV-PG,8.8,Pride and Prejudice,"Colin Firth,Jennifer Ehle,Susannah Harker,Julia Sawalha,Alison Steadman,Benjamin Whitrow,Crispin Bonham-Carter,Polly Maberly,Lucy Briers,Anna Chancellor,Lucy Robinson,Adrian Lukis,David Bamber,Lucy Scott,Lucy Davis,Emilia Fox,Marlene Sidaway,Barbara Leigh-Hunt",https://www.imdb.com//title/tt0112130/?ref_=chttvtp_t_66,1995
United States,"BoJack Horseman was the star of the hit television show ""Horsin' Around"" in the '80s and '90s, but now he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.",0,"Animation,Comedy,Drama",English,TV-MA,8.8,BoJack Horseman,"Will Arnett,Amy Sedaris,Alison Brie,Aaron Paul,Paul F. Tompkins,Adam Conover,Keith Olbermann,Diedrich Bader,Kristen Schaal,Patton Oswalt,Raphael Bob-Waksberg,Aparna Nancherla,J.K. Simmons,Stanley Tucci,Wendie Malick,Angela Bassett,Rami Malek,Stephanie Beatriz",https://www.imdb.com//title/tt3398228/?ref_=chttvtp_t_63,2014–2020
Japan,"Monkey D. Luffy sets off on an adventure with his pirate crew in hopes of finding the greatest treasure ever, known as the ""One Piece.""",24,"Animation,Action,Adventure",Japanese,TV-14,9.0,One Piece,"Mayumi Tanaka,Akemi Okamura,Laurent Vernin,Tony Beck,Kazuya Nakai,Kappei Yamaguchi,Hiroaki Hirata,Ikue Ôtani,Colleen Clinkenbeard,Yuriko Yamaguchi,Mahito Ôba,Kazuki Yao,Chikao Ôtsuka,Luci Christian,Christopher Sabat,Sonny Strait,Eric Vale,Chô",https://www.imdb.com//title/tt0388629/?ref_=chttvtp_t_62,1999– 
United States,Inside the lives of staffers in the West Wing of the White House.,44,Drama,English,TV-14,8.9,The West Wing,"Martin Sheen,Rob Lowe,Allison Janney,John Spencer,Bradley Whitford,Janel Moloney,Richard Schiff,Dulé Hill,NiCole Robinson,Melissa Fitzgerald,Joshua Malina,Stockard Channing,Kim Webster,Kris Murphy,Timothy Davis-Reed,Mary McCormack,William Duffy,Peter James Smith",https://www.imdb.com//title/tt0200276/?ref_=chttvtp_t_59,1999–2006
United Kingdom,"Five comedians are set tasks challenging their creativity and wit. The tasks are supervised by Alex Horne but the Taskmaster, Greg Davies, always has the final word.",47,"Comedy,Game-Show",English,TV-14,9.0,Taskmaster,"Greg Davies,Alex Horne,Kerry Godliman,Ed Gamble,Sarah Kendall,Sophie Duker,Richard Herring,Lou Sanders,Alan Davies,Liza Tarbuck,Dara O Briain,Morgana Robinson,Kiell Smith-Bynoe,James Acaster,Mae Martin,Asim Chaudhry,Sian Gibson,David Baddiel",https://www.imdb.com//title/tt4934214/?ref_=chttvtp_t_51,2015– 
United States,Five friends with big egos and small brains are the proprietors of an Irish pub in Philadelphia.,22,Comedy,English,TV-MA,8.8,It's Always Sunny in Philadelphia,"Charlie Day,Glenn Howerton,Rob McElhenney,Kaitlin Olson,Danny DeVito,Mary Elizabeth Ellis,David Hornsby,Artemis Pebdani,Lynne Marie Stewart,Sandy Martin,David Zdunich,Lance Barber,Andrew Friedman,Gregory Scott Cummins,Jimmi Simpson,Nate Mooney,Michael Naughton,Catherine Reitman",https://www.imdb.com//title/tt0472954/?ref_=chttvtp_t_57,2005– 
Turkey,A man diagnosed with Alzheimer's decides to punish criminals.,60,"Crime,Drama,Mystery",Turkish,TV-MA,9.0,Persona,"Haluk Bilginer,Sebnem Bozoklu,Recep Usta,Cansu Dere,Necip Memili,Metin Akdülger,Hüseyin Avni Danyal,Senay Gürler,Ayhan Kavas,Önder Selen,Ibrahim Selim,Firat Topkorur,Rabia Soytürk,Alptekin Ertürk,Müjde Ar,Erdal Özyagcilar,Ilker Aksum,Aysen Inci",https://www.imdb.com//title/tt7920978/?ref_=chttvtp_t_44,2018– 
United States,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for.",30,"Documentary,Comedy",English,TV-14,8.9,Nathan for You,"Nathan Fielder,Anthony Filosa,Salomon Flores,William Heath,Brian S. Wolfe,Simon Kellog,James Bailey,Tony Napoli,Sue Stanford,Cornelius Ladd,Kyle Heitz,Billy Smalling,Marcos Mateo Ochoa,Andy Farshidian,Jason Stone,Corey Calderwood,H. Jon Benjamin,Jennifer Anderton",https://www.imdb.com//title/tt2297757/?ref_=chttvtp_t_47,2013–2017
United Kingdom,"Africa, the world's wildest continent. David Attenborough takes us on an awe-inspiring journey through one of the most diverse places in the world. We visit deserts, savannas, and jungles and meet up with some of Africa's amazing wildlife.",360,Documentary,English,TV-PG,8.9,Africa,"David Attenborough,Simon Blakeney,Bill Rudolph,Justine Evans,Hugh Pearson,Martyn Colbeck,Mark Deeble,Paul Brehem,Mike Fox,E.O. Wilson,Mark MacEwen,Matthew Wright,Warwick Sloss,Matthew Mutinda,James Aldred,Katrina Bartlam,Justin Maguire,Kahindi Changawa",https://www.imdb.com//title/tt2571774/?ref_=chttvtp_t_52,2013
United States,A comprehensive survey of the American Civil War.,680,"Documentary,History,War",English,TV-14,9.0,The Civil War,"David McCullough,Sam Waterston,Julie Harris,Jason Robards,Morgan Freeman,Paul Roebling,Garrison Keillor,George Black,Arthur Miller,Christopher Murney,Charles McDowell,Horton Foote,George Plimpton,Philip Bosco,Terry Courier,Jody Powell,Studs Terkel,Jeremy Irons",https://www.imdb.com//title/tt0098769/?ref_=chttvtp_t_38,1990
Japan,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.,24,"Animation,Crime,Drama",English,TV-14,8.9,Death Note,"Mamoru Miyano,Brad Swaile,Vincent Tong,Ryô Naitô,Trevor Devall,Brian Drummond,Naoya Uchida,Chris Britton,Keiji Fujiwara,Kappei Yamaguchi,Aya Hirano,Shannon Chan-Kent,Alessandro Juliani,Shidô Nakamura,John Murphy,Kazuya Nakai,Kiyoshi Kobayashi,French Tickner",https://www.imdb.com//title/tt0877057/?ref_=chttvtp_t_37,2006–2007
United Kingdom,Comedy that follows two brothers from London's rough Peckham estate as they wheel and deal through a number of dodgy deals and search for the big score that'll make them millionaires.,95,Comedy,English,TV-PG,9.0,Only Fools and Horses,"David Jason,Nicholas Lyndhurst,Roger Lloyd Pack,Buster Merryfield,John Challis,Kenneth MacDonald,Lennard Pearce,Gwyneth Strong,Sue Holderness,Patrick Murray,Tessa Peake-Jones,Paul Barber,Roy Heather,Denis Lill,Nula Conwell,Steven Woodcock,Julie La Rousse,Michele Winstanley",https://www.imdb.com//title/tt0081912/?ref_=chttvtp_t_36,1981–2003
